lang_code,lang_name,page,korean,foreign_translation,pronunciation
07,몽골어 (Mongolian),66,성실하게 일해주세요,үнэнч шударга ажиллаарай,우능츠 쇼드라끄 아질라래
07,몽골어 (Mongolian),66,순서대로 작업을 해야합니다.,ажлаа дарааллын дагуу хийх хэрэгтэй,아질아 따랄링 따꼬 히이흐 헤렉태
07,몽골어 (Mongolian),66,시간을 꼭 지키세요,Цагаа заавал баримтлаарай,차그 -아 짜왈 바림틀라래
07,몽골어 (Mongolian),66,실수하지 않도록 하세요.,Алдаа гаргахгүй байхыг хичээгээрэй,알따 까르가흐귀 배흐-이그 히채게래
07,몽골어 (Mongolian),67,아프거나 죽은 돼지/소/닭이 없는지 확인해주세요.,"Өвдсөн юмуу үхсэн гахай, үхэр, тахиа байгаа эсэхийг шалгаж байгаарай","우브드승 욤오 우흐승 가하이, 우흐르, 타히아 배까 에스흐 -이그 샬까래"
07,몽골어 (Mongolian),67,앉으세요,Суугаарай,쏘까래
07,몽골어 (Mongolian),67,앞으로 시간을 잘 지켜주세요.,Цаашдаа цагаа сайн баримтлаарай,차샤따 차그-아 생 바림틀라래
07,몽골어 (Mongolian),67,앞으로 실수하지 않도록 주의해주세요.,Цаашдаа алдаа гаргахгүй байхыг хичээгээрэй,차쌰다 알따 까르가흐귀 배흐-이그 히체께래
07,몽골어 (Mongolian),67,여기 좀 보세요.,Ийшээ түр хараарай,이쎼 투르 하라래
07,몽골어 (Mongolian),67,여기서 나가주십시요.,эндээс гараарай,엔드 -애스 까라래
07,몽골어 (Mongolian),67,여기서는 규칙과 질서를 잘 지켜야합니다.,энд дүрэм журмыг сайн дагах ёстой,엔드 뚜름 쪼름-이그 생 따그흐 여스터이
07,몽골어 (Mongolian),67,여기에 놓으세요.,Энд тавиарай,엔드 타위아래
07,몽골어 (Mongolian),67,여기에 들어오지 마세요.,Ийшээ битгий орж ирээрэй,이쎼 비트끼 어르즈 이레래
07,몽골어 (Mongolian),67,여직원들에  성적인 농담을 하지 마세요,Эмэгтэй ажилчидтай бэлгийн чиг хандлагатай тоглоом наргиан битгий хийгээрэй,에멕태 아질치드태 벨깅 치그 항들라그태 턱럼 나르기앙 비트끼 히이게래
07,몽골어 (Mongolian),68,열어요,нээгээрэй,네에께래
07,몽골어 (Mongolian),68,온도를 체크해주세요.,Температурыг шалгаарай,템페라토르-이그 샬까래
07,몽골어 (Mongolian),68,올리세요,Дээшлүүлээрэй,떼쉴룰레래
07,몽골어 (Mongolian),68,이 가축은 예민한 동물입니다.,Энэ амьтан эмзэг амьтан байгаа юм,엔 아미탕 엠즉 아미탕 배까 욤
07,몽골어 (Mongolian),68,이리 좀 와 보세요.,Ийшээ нэг хүрээд ирээч,이쎼 니그 후레드 이레츠
07,몽골어 (Mongolian),68,일과 휴식을 구분하여 근무를 하세요,Ажил амралтаа ялгаж салгаж ажиллаарай,아질 암랄타 얄가즈 살가즈 아질라래
07,몽골어 (Mongolian),68,일을 마치면  청소와 정리정돈을 철저히 하세요,Ажлаа дуусгаад цэвэрлэж эмхэлж цэгцлээрэй,아질라 또스까드 체위를레즈 엠핼즈 첵츨래래
07,몽골어 (Mongolian),68,일을 빨리 해주세요,Ажлаа хурдан хийгээрэй,아질아 호르당 히이게래
07,몽골어 (Mongolian),68,일을 할때는 다른 생각 하지마세요.,Ажлаа хийж байхдаа өөр юм битгий бодоорой,아질아 히이즈 배흐따 우르 욤 비트끼 버떠래
07,몽골어 (Mongolian),68,입으세요,Өмсөөрэй,움수레
07,몽골어 (Mongolian),69,작동시키세요,Ажиллуулаарай,아질로라래
07,몽골어 (Mongolian),69,작업 전 반드시 소독/방역 작업을 하십시오.,Ажлаа хийж эхлэхээс өмнө ариутгал халдваргүйжүүлэлтийг хийгээрэй,아질아 히이즈 에흘리흐-에스 우믄 아료트갈 할드와르귀줄렐티그 히이께래
07,몽골어 (Mongolian),69,작업 중에는 잡담을 삼가세요,Ажлын дундуур дэмий юм битгий яриарай,아질링 똥또르 떼미 욤 비트끼 야리아래
07,몽골어 (Mongolian),69,작업 중에는 장난치지 마세요,Ажлын дундуур тоглоом наргиан битгий хийгээрэй,아질링 똥또르 턱럼 나르기앙 비트끼 히이께래
07,몽골어 (Mongolian),69,작업복으로갈아 입으세요.,Ажлын хувцсаа сольж өмсөөрэй,아질링 호우차스-아 설리즈 움소래
07,몽골어 (Mongolian),69,작업태도를 바르게 하세요,Ажил хийх үеэр биеэ зөв авч яваарай,아질 히이흐 우에르 비예 쪼우 아우츠 야와래
07,몽골어 (Mongolian),69,작업할 때 한 눈을 팔지 마세요,Ажил хийх үеэрээ өөр зүйл рүү битгий хараарай,아질 히이흐 우에르 -에레 우르 쮤 루 비트끼 하라래
07,몽골어 (Mongolian),69,잘 보고 따라하세요.,сайн харж байгаад дагаад хийгээрэй,생 하르즈 배까드 따까뜨 히이께래
07,몽골어 (Mongolian),69,잠깐만 멈추세요,Түр зогсоож байгаарай,투르 쩌그서즈 배까래
07,몽골어 (Mongolian),69,장시간 근무 장소를 비울때는 OO부서로 신고를 하십시요,Удаан хугацаагаар ажлын байраа орхих болвол ....хэсэг рүү мэдэгдээрэй,오땅 호그차까르 아질링 배라 어르히흐 벌 … 헤슥 루 메득데래
07,몽골어 (Mongolian),70,저를 도와주세요.,надад туслаарай,나듣 토슬라래
07,몽골어 (Mongolian),70,저쪽으로 가세요,Тийшээ яваарай,티쎼 야와래
07,몽골어 (Mongolian),70,정리를 자주 하세요,Байнга эмх цэгцтэй байгаарай,바잉그 엠흐 체그츠태 배까래
07,몽골어 (Mongolian),70,정전이 됐는지 확인해 주세요.,Цахилгаан тасарсан эсэхийг шалгаарай,차힐깡 타사르승 에스흐-이그 샬까래
07,몽골어 (Mongolian),70,정전이 되면 이 버튼을 눌러야 합니다.,Цахилгаан тасарвал энэ товчийг дарах хэрэгтэй,차힐깡 타사르왈 엔 터브치그 따르흐 헤렉태
07,몽골어 (Mongolian),70,제가 하는대로 따라하세요,Миний хийж байгааг дагаад хийгээрэй,미니 히이즈 배까그 따까드 히이께래
07,몽골어 (Mongolian),70,조금 복잡한 일입니다.,Жаахан төвөгтэй ажил,자흥 투븍태 아질
07,몽골어 (Mongolian),70,조용히 하시고 제 말씀을 들어보세요,Чимээгүй болоод миний хэлэх үгийг сонсоорой,치매귀 벌러드 미니 헬르흐 우그-이그 성서래
07,몽골어 (Mongolian),70,좀 힘을 내서 열심히 일합시다.,Дахиад жаахан мэрийж илүү сайн ажиллая,따히아드 짜흥 메리즈 일루 생 아질리
07,몽골어 (Mongolian),70,지각하면 안됩니다.,Ажлаас хоцорч болохгүй,아질라스 허처르츠 벌러흐귀
07,몽골어 (Mongolian),71,지금 일하는게 적응이 됩니까?,Одоо хийж байгаа ажилдаа дасаж байна уу?,어떠 히이즈 배까 아질따 따스즈 배노
07,몽골어 (Mongolian),71,지금은 회사 일이 바빠서 어려워요.,Одоо компаний ажил ачаалал ихтэй хэцүү байна,어떠 컴파니 아질 아찰랄 이흐태 헤추 밴
07,몽골어 (Mongolian),71,집어요,Бариарай,바리아래
07,몽골어 (Mongolian),71,책상위에 갖다 놓으세요.,Ширээн дээр аваачиж тавиарай,시랭 떼르 아위아치즈 타위아래
07,몽골어 (Mongolian),71,트럭에 물건을 실으세요.,Ачааны машинд ачаарай,아차니 마싱드 아차래
07,몽골어 (Mongolian),71,포장을 잘 해야합니다.,Сайн баглаж боогоорой,생 바글라즈 버꺼래
07,몽골어 (Mongolian),71,하시는 일에 최선을 다해 주세요,Хийж байгаа ажилдаа хамаг хүчээ дайчлаарай,히이즈 배까 아질따 하마그 후체 따이츨라래
07,몽골어 (Mongolian),71,항상 웃으면서 생활하세요,Үргэлж инээж байгаарай,우르겔즈 이내즈 배가래
07,몽골어 (Mongolian),71,화재가 발생하지 않았는지 확인해 보세요.,Гал гарсан эсэхийг шалгаарай,깔 까르상 에스흐-이그 샬까래
07,몽골어 (Mongolian),71,화재가 발생할 수 있습니다.,Гал гарах аюултай,깔 까르흐 아욜태
07,몽골어 (Mongolian),72,회사 비밀을 유출해서는 안됩니다.,Компанийн нууцыг гадагш гаргаж болохгүй,컴판이 노치그 가뜩시 까르가즈 벌르흐귀
07,몽골어 (Mongolian),72,회사를 이탈하지 마십시오,Компаниа орхиж явж болохгүй,컴판아 어르히즈 야우즈 벌흐귀
07,몽골어 (Mongolian),72,회사의 규칙은 반드시 지키세요,Компанийн дүрмийг чанд сахиарай,컴판이 뚜르미그 창드 사히아래
07,몽골어 (Mongolian),72,힘들면 이야기 하세요,хэцүү байвал хэлээрэй,헤추 배왈 헬레래
07,몽골어 (Mongolian),72,힘을 좀 더 쓰세요.,Хүчээ жаахан дайчлаарай,후채 자항 다이츨라래
07,몽골어 (Mongolian),72,기계가 고장났습니다.,Тоног төхөөрөмж эвдэрсэн,터늑 투흐롬즈 엡데르승
07,몽골어 (Mongolian),72,기계가 고장입니까 ?,Тоног төхөөрөмж эвдэрсэн үү?,터늑 투흐롬즈 엡데르승 누?
07,몽골어 (Mongolian),72,기계장비를 점검중입니다,Тоног төхөөрөмжийг шалгаж байна,터늑 투흐롬즈 -이그 샬가즈 밴
07,몽골어 (Mongolian),72,나사가 빠졌네요.,Эрэг шураг нь унасан байна,에륵 쇼륵 은 온승 밴
07,몽골어 (Mongolian),72,물건의 원료를 조심해서 다뤄주세요.,Бараа бүтээгдэхүүний түүхий эдийг болгоомжтой угсраарай,바라 부덱데후니 투히 에드-이그 벌검즈테 오그스라래
07,몽골어 (Mongolian),73,부품을 교체해야해요,Сэлбэгийг нь солих хэрэгтэй,셀백-익 은 설리흐 헤랙태
07,몽골어 (Mongolian),73,ㅇ 을 찾아 오십시오,.....-г  олоод ирээрэй,……이그 얼러드 이래래
07,몽골어 (Mongolian),73,ㅇㅇ은 어디 있나요?,.....хаана байна вэ?,….. 하안 밴 웨?
07,몽골어 (Mongolian),73,작업도구를 어디에다 두었나요?,Ажлын багажийг хаана тавьсан бэ?,아질링 바까즈-이그 하안 타위승 베?
07,몽골어 (Mongolian),73,전원을 끄십시요.,унтраагаарай,온트라까래
07,몽골어 (Mongolian),73,전원을 켜세요,Асаагаарай,아싸까래
07,몽골어 (Mongolian),73,건강에 좋지 않으니 작업 시 필요한 장비를 꼭 착용하세요.,Эрүүл мэндээ бодоод ажлын үеэр шаардлагатай хэрэгслийг заавал зүүгээрэй,에룰 멘떼 버떠드 아질링 우에르 샤르들라끄태 헤렉슬리그 짜왈 쭈께레
07,몽골어 (Mongolian),73,기계 작동순서를 잘 익혀야 합니다.,Тоног төхөөрөмжийн ажиллагааны горимыг сайн мэдэж аваарай,터늑 투흐롬즈-잉 아질라가니 꺼림-익 생 소르츠 아와래
07,몽골어 (Mongolian),73,기계가 갑자기 정지되면 공장장에게 즉시 보고하세요.,Тоног төхөөрөмж гэнэт унтарвал үйлдвэрийн даргад шууд мэдэгдээрэй,터늑 투흐롬즈 게늩 온타르왈 윌드웨르-잉 따르가뜨 쇼드 메데그데래
07,몽골어 (Mongolian),73,기계가 완전히 멈추었는지 확인해야합니다.,Тоног төхөөрөмж  бүрэн унтарсан эсэхийг шалгах хэрэгтэй,터늑 투흐롬즈 부릉 온타르승 에스흐-이그 샬가흐 헤렉테
07,몽골어 (Mongolian),74,기계에 손이 다치치 않도록 주의하세요.,Тоног төхөөрөмжинд гараа гэмтээхээс болгоомжлоорой,터늑 투흐롬즈-응드 까라 겜테헤스 벌껌즐러래
07,몽골어 (Mongolian),74,기계장비 사용시 주의를 집중하세요,Тоног төхөөрөмж ашиглах үедээ анхаарлаа төвлөрүүлээрэй,터늑 투흐홈즈 아식라흐 우예떼
07,몽골어 (Mongolian),74,꼼꼼하게 살펴보세요.,Нэгбүрлэн сайн харж аваарай,니그 부르츨릉 생 하르즈 아와래
07,몽골어 (Mongolian),74,도장 작업시 주변의 화기 작업 금지,засал чимэглэл будгийн ажил хийх үед ойр орчимд шатамхай ажил хийж болохгүй,자슬 치맥를-잉 아질 히이흐 우예드 어이르 어르침드 샤틈하이 아질 히이즈 벌흐귀
07,몽골어 (Mongolian),74,마스크를 착용해주세요,Маск зүүгээрэй,마스크 쭈게래
07,몽골어 (Mongolian),74,모르는 기계를 작동시 반드시 관리자에게 문의하세요,Ашиглаж мэдэхгүй тоног төхөөрөмжийг ажиллуулахдаа заавал хариуцсан ажилтнаас асуугаарай,아식라즈 메드흐귀 터늑 투흐롬즈-이그 아질롤흐따 짜왈 하료츠승 아질트나스 아소까래
07,몽골어 (Mongolian),74,발로 차거나 때리지 마십시오.,хөлөөрөө өшиглөх юмуу цохиж болохгүй,흘오로 우식르흐 욤 요 처히즈 벌흐귀
07,몽골어 (Mongolian),74,보행이나 작업중에는 흡연금지할 것,Холхих буюу ажил дээр тамхи татахыг хориглоно,헐히흐 욤 오 타미흐 타트히그 허릭런
07,몽골어 (Mongolian),74,부상위험이 있으므로 조심하세요,Гэмтэх осолтой учраас болгоомжтой байгаарай,겜테흐 어슬터이 오츠라스 벌껌즈태 배까래
07,몽골어 (Mongolian),74,분진발생 작업시 분진마스크 착용할 것,Тоос ихтэй ажил хийх үедээ тоосны маск зүүх хэрэгтэй,터어스 이흐태 아질 히이흐 우예떼 터어스 니  마스크 쭈흐 헤렉태
07,몽골어 (Mongolian),75,사고에 주의하세요.,Осол аваар гарахаас болгоомжлоорой,어슬 아와르 까릏-아스 벌껌즐러래
07,몽골어 (Mongolian),75,산업재해를 당하지 않도록 주의하세요.,Үйлдвэрийн ослоос болгоомжлоорой,윌드위르 -잉 어슬-어스 벌껌즐러래
07,몽골어 (Mongolian),75,서두르지 마세요.,Битгий яараарай,비트끼 야라래
07,몽골어 (Mongolian),75,안전규칙을 잘 지켜주세요,Аюулгүй байдлыг сайн сахиарай,아욜귀 배들-이그 생 사히아래
07,몽골어 (Mongolian),75,안전보호장구를 주세요,Аюулгүй байдлын хамгаалах хэрэгслийг хэрэглээрэй,아욜귀 배들-잉 함깔흐 헤렉슬-이그 헤렉레래
07,몽골어 (Mongolian),75,올이 풀리지 않도록 주의하세요.,Утас тасрахаас болгоомжлоорой,오타스 타스라흐-아스 벌껌즐러레
07,몽골어 (Mongolian),75,용접시에는 용접면을 착용한다.,Гагнуур хийхдээ гагнуурын хаалт зүүгээрэй,깍노르 히이흐떼 깍노르-잉 하일트 쭈께래
07,몽골어 (Mongolian),75,위험해요,Аюултай,아욜태
07,몽골어 (Mongolian),75,이 곳에서 담배를 피우시면 안됩니다.,Энд тамхи татаж болохгүй,엔드 타미흐 타타즈 벌흐귀
07,몽골어 (Mongolian),75,이 기계는 항상 주의 하세요,Энэ тоног төхөөрөмж дээр ажиллахдаа үргэлж анхаарал болгоомжтой байгаарай,엔 터특 투흐롬즈 떼르 아질라흐따 우르겔즈 앙하아를 벌껌즈태 배까래
07,몽골어 (Mongolian),76,작업 종료시에는 반드시 전원 스위치를 내리세요,Ажил дуусаад цахилгааны унтраах товчийг заавал дараарай,아질 또사뜨 차힐까니 온트라흐 터우치그 짜왈 온트라가래
07,몽골어 (Mongolian),76,작업 중 안전모를 착용하세요,Ажлын үеэр хамгаалалтын  малгай өмсөөрэй,아질잉 우예르 함까를팅 말까이 움세래
07,몽골어 (Mongolian),76,작업 중 안전에 유의하세요,Ажлын дундуур аюулгүй байдалдаа анхаараарай,아질-잉 똥또르 아욜귀 배들따 앙하아라래
07,몽골어 (Mongolian),76,작업에 필요한 도구를 확인하세요.,Ажилд шаардлагатай багажаа шалгаж үзээрэй,아질드 쌰르들라끄태 바끄자 샬가즈 우쩨래
07,몽골어 (Mongolian),76,작업장내에서는 뛰지마세요.,Ажлын байран дээр гүйж болохгүй,아질링 베랑 떼르 귀즈 벌흐귀
07,몽골어 (Mongolian),76,작업장에서 물건을 함부로 던지지 마세요,Ажлын байран дээр хамаагүй юм шидэж болохгүй,아질링 배랑 떼르 하마귀 욤 시디즈 벌흐귀
07,몽골어 (Mongolian),76,"작업전 산소 농도, 가스 유무를 확인하세요","Ажил эхлэхээс өмнө хүчил төрөгчийн хэмжээ, хий байгаа үгүйг шалгаарай",아질 에흘헤스 우믄 후칠 투르그칭 헴제 히이 배까 우귁 샬까래
07,몽골어 (Mongolian),76,작업중 제품에 이상이 있을시 반드시 보고하세요,Ажлын дундуур бүтээгдэхүүнд ямар нэг асуудал гарвал заавал мэдэгдээрэй,아질링 똥또르 야마르 니그 아쏘들 까르왈 짜왈 메득데래
07,몽골어 (Mongolian),76,작업화를 착용하고 일해야 합니다.,Ажлын гутал өмсөж ажиллах хэрэгтэй,아질링 꼬틀 움스즈 아질리흐 헤렉태
07,몽골어 (Mongolian),76,장갑을 착용하고 소재를 운반해야 합니다.,Бээлий өмсөж бараа материалыг зөөвөрлөх хэрэгтэй,뻴리 움스즈 빠라 마테르이알-이그 주우위를리흐 헤렉태
07,몽골어 (Mongolian),77,재떨이가 있는 흡연장소에서 흡연할 것,Үнсний савтай тамхи татах цэг дээр тамхи татах хэрэгтэй,웅스니 사우태 타미흐 타타흐 체그 떼르 타타흐 헤렉태
07,몽골어 (Mongolian),77,전원이 다 꺼졌는지 확인하세요.,Унтраасан эсэхийг бүгдийг шалгаарай,온트라승 에슿-이그 북띠그 샬까래
07,몽골어 (Mongolian),77,조심하세요.,Болгоомжтой байгаарай,벌껌즈태 배까래
07,몽골어 (Mongolian),77,주머니 속에 손넣고 보행 금지,Халаасандаа гараа хийж явахыг хориглоно,할라승따 까라 히이즈 야위흐-이그 허릭른
07,몽골어 (Mongolian),77,천천히 하세요.,тайван хийгээрэй,태왕 히이께래
07,몽골어 (Mongolian),77,청각보호를 위해 작업장에서 귀마개를 착용한다.,Сонсох эрхтэнийг хамгаалах чихний хамгаалалтыг зүүгээрэй,썽성 에르흐트니그 함깔르흐 치흐니 함깔를트 쭈께래
07,몽골어 (Mongolian),77,청소 시에는 분진이 발생되므로 항상 마스크를 착용하세요,Цэвэрлэгээ хийх үедээ тоосноос хамгаалж маск зүүгээрэй,체위를레께 히이흐 우예떼 터어스-너스 함깔즈 마스크 쭈께래
07,몽골어 (Mongolian),77,프레스기계에 손을 넣을때 주의하세요,Пресний машинд гараа хийхдээ болгоомжтой байгаарай,프레스니 마싱드 까라 히이흐떼 벌껌즈태 배까래
07,몽골어 (Mongolian),77,허락없이 기계를 작동해서는 안됩니다.,Зөвшөөрөлгүй тоног төхөөрөмж ажиллуулж болохгүй,쭈브쇼를귀  터늑 투흐우롬즈 아질로즈 벌흐귀
07,몽골어 (Mongolian),77,허락없이 함부로 기계를 작동하는 것은 위험합니다.,Зөвшөөрөлгүй хамаагүй машин ажиллуулах нь аюултай,쭈브쇼를귀 하마귀 마싱 아질로흐 아욜태
07,몽골어 (Mongolian),78,화학약품이 묻지 않도록 주의하세요.,Химийн бодисонд хүрэхээс болгоомжлоорой,히임-잉 버디승드 후르흐-에스 벌껌즐러레
07,몽골어 (Mongolian),78,환기를 잘 시키세요.,Агаар сайн солилцуулаарай,아까르 생 설릴촐라래
07,몽골어 (Mongolian),78,거래처 사람이 왔어요,Харилцагч байгууллагын хүн ирсэн,하릴차그츠 배꼴낑 훙 이르승
07,몽골어 (Mongolian),78,곧 회의를 시작합니다.,Удахгүй хурал эхлэнэ,오드흐귀 호를 에흘른
07,몽골어 (Mongolian),78,그만 가보세요,Одоо болно,어떠 벌은
07,몽골어 (Mongolian),78,깨끗하게 사용하십시오.,Цэвэрхэн хэрэглээрэй,체위르흥 헤렉레래
07,몽골어 (Mongolian),78,나를 따라 오십시오,Намайг дагаад ирээрэй,나맥 따까드 이래래
07,몽골어 (Mongolian),78,너무 무리하지는 마세요,Өөртөө хэтэрхий их ачаалал битгий өгөөрэй,우르테 헤트르히 이흐 아찰를 비트끼 우그오래
07,몽골어 (Mongolian),78,너무 일이 많습니까?,Ажил маш их байна уу?,아질 마시 이흐 배노?
07,몽골어 (Mongolian),78,다른 업무를 해보고 싶습니까?,Өөр ажил хийж үзмээр байна уу?,우르 아질 히이즈 우즈매르 배노?
07,몽골어 (Mongolian),79,당신이 이 작업에 큰 도움이 되었습니다,Энэ ажлыг хийхэд та их тус боллоо,엔 아질-이그 히이흐드 타 이흐 토스 벌러어
07,몽골어 (Mongolian),79,많이 연습하세요,Сайн давтаарай,생 타우타래
07,몽골어 (Mongolian),79,모르면 ㅇㅇ님에게 물어보세요,Мэдэхгүй бол ......-ээс асуугаарай,메드흐귀 벌 ….에스 아쏘까래
07,몽골어 (Mongolian),79,무겁습니다.,Хүнд байна,훙드 밴
07,몽골어 (Mongolian),79,밤에도 일을 합니다.,Шөнөөр ч бас ажиллана,숀-으르 츠 바스 아질른
07,몽골어 (Mongolian),79,빨리 하십시오,Хурдан хийгээрэй,호르당 히이께래
07,몽골어 (Mongolian),79,식사후 일하기전에 충분한 휴식을 취하세요,Хоолны дараа ажил эхлэхээс өмнө сайн амраад аваарай,허얼니 따라 아질 에흘레흐-에스 우믄 생 암라뜨 아와래
07,몽골어 (Mongolian),79,아직 할 일이 많습니다.,Хийх ажил их байна,히이흐 아질 이흐 밴
07,몽골어 (Mongolian),79,여기는 많이 시끄럽습니다.,Энд маш шуугиантай байна,엔드 마시 쇼기앙태 밴
07,몽골어 (Mongolian),79,열심히 일해주셔서 감사합니다.,Сайн ажилласанд баярлалаа,생 아질승드 바야를라
07,몽골어 (Mongolian),80,오늘까지 작업을 마쳐야 합니다.,Өнөөдөр ажлаа дуусгах хэрэгтэй,우느드르 아질아 또스까흐 헤렉태
07,몽골어 (Mongolian),80,오늘은 회식이 있습니다.,Өнөөдөр хамт олноороо оройн хоол иднэ,우느드르 함트 얼너러 어러잉 허얼 이든
07,몽골어 (Mongolian),80,이 곳은 금연입니다.,Энд тамхи татах хориотой,엔드 타미흐 타타흐 허리어태
07,몽골어 (Mongolian),80,이 물건을 다른곳으로 옮겨주세요,Үүнийг өөр тийш нь зөөж өгөөч,우우니그 오르 티쓰 은 쭈즈 우그-오츠
07,몽골어 (Mongolian),80,이 사항은 꼭 기억하십시오,Энэ талаар сайн мэдэж аваарай,엔 탈아르생 메드즈 아와래
07,몽골어 (Mongolian),80,이곳을 사용후 항상 깨끗하게 뒷 정리 해주세요,Энэ хавийг ашиглаж дууссаны дараа сайн эмхэлж цэгцлээрэй,엔 하위-이그 아식라즈 또스사니 따라 생 엠헬즈 첵츨레래
07,몽골어 (Mongolian),80,이리로 오시오,Ийшээ хүрээд ирээрэй,이쎄 후레드 이래레
07,몽골어 (Mongolian),80,일을 참 잘했습니다.,Ажлаа үнэхээр сайн хийлээ,아질아 우느헤르 생 히일레
07,몽골어 (Mongolian),80,일이 너무 많습니까?,Ажил маш их байна уу?,아질 마시 이흐 배노?
07,몽골어 (Mongolian),80,일하는곳에 불편함은 없으신가요?,Ажил дээр чинь ямар нэг хүндрэлтэй зүйл байхгүй юу?,아질 떼르 친 훈드렐태 쮤 배흐 귀 요?
07,몽골어 (Mongolian),81,작업 환경이 위험합니까 ?,Ажлын байрны орчин нь аюултай юу?,아질링 배르 니 어르칭 은 아욜태 요?
07,몽골어 (Mongolian),81,작업장안은 매우 시끄럽습니다.,Ажлын байр дотроо маш чимээ шуугиантай,아질링  배르 더트러 마시 치매 쇼기앙태
07,몽골어 (Mongolian),81,잘 보고 따라하세요,сайн харж байгаад дагаад хийгээрэй,생 하르즈 배까드 따까뜨 히이께래
07,몽골어 (Mongolian),81,잘 아시겠습니까 ?,Сайн ойлгож байна уу?,생 어일꺼즈 배노?
07,몽골어 (Mongolian),81,잠시 후에 봅시다.,Хэсэг хугацааны дараа уулзья,헤슥 호까차니 따라 오올찌
07,몽골어 (Mongolian),81,잠시만 기다려주세요.,Түр зуур хүлээгээрэй,투르 쪼르 훌레게래
07,몽골어 (Mongolian),81,저리로 가십시오,Тийшээ яваарай,티쎄 야와래
07,몽골어 (Mongolian),81,전화받으세요.,Утсаа аваарай,오트사 아와래
07,몽골어 (Mongolian),81,즉시 들리세요.,Шууд дайраад ирээрэй,쇼드 따이라뜨 이레래
07,몽골어 (Mongolian),81,천천히 하세요,Тайван хийгээрэй,태왕 히이께래
07,몽골어 (Mongolian),82,큰 소리로 말씀해 보세요,Чанга дуугаар яриарай,창끄 또까르 야리아래
07,몽골어 (Mongolian),82,특별한 일 있으면 즉시 전화하세요,Ямар нэг онцгой хэрэг гарвал шууд яриарай,야마르 니그 언츠거이 헤륵 까르왈 쇼드 야리아래
07,몽골어 (Mongolian),82,파란색 작업복입니다.,Цэнхэр өнгийн ажлын хувцас байгаа,쳉헤르 웅끄-잉 아질링 호우차스 배까
07,몽골어 (Mongolian),82,현장에서 꼭 필요한 한국어도 가르쳐 드립니다.,Ажлын байранд заавал хэрэгтэй солонгос хэл  бас зааж өгнө,아질링 배랑드 짜왈 헤렉태 설렁거스 헬 짜즈 우근
07,몽골어 (Mongolian),82,혹시 일하시면 힘든일 없습니까?,Ажиллаж байхад чинь ямар нэг хэцүү зүйл арай байхгүй биздээ?,아질라즈 배하드 친 야마르 니그 헤추 쮤 아라이 배흐귀 비쯔떼?
07,몽골어 (Mongolian),82,회사사정이 좋지 않네요,Компаний чинь байдал таагүй байгаа юм байна,컴파니 친  바이달  타아귀 배까 욤  밴
07,몽골어 (Mongolian),82,회의중에 좋은 의견을 제시해 주세요,Хурлын үеэр сайхан санаа байвал хэлээрэй,호를 -잉 우예르 새한 사나 배왈 핼래래
07,몽골어 (Mongolian),82,~까지 기숙사에서 나가주세요,....хүртэл дотуур байрнаас гараарай,…. 후르텔 더토르 배르나스 까라래
07,몽골어 (Mongolian),82,가스를 아껴 쓰십시오,Хийгээ гамтай хэрэглээрэй,히이께 깜태 헤렉레래
07,몽골어 (Mongolian),82,기숙사 관리 책임자는 ㅇㅇ입니다.,Дотуур байрны эрхлэгчийг ....гэдэг,더토르 바이르니 에르흘렉치그 … 게득
07,몽골어 (Mongolian),83,기숙사 관리비용은  ㅇㅇ원 까지 회사에서 보조합니다,Дотуур байрны зардлаас ....воныг компаниас гаргана,더토르 바이르니 자르들-아스 … 원-이그 컴판 까르끈
07,몽골어 (Mongolian),83,기숙사 관리비용은 근로자와 회사에서 공동부담하니 아껴쓰세요,Дотуур байрны зардлыг ажилчин ажил олгогч хамтран гаргаж байгаа учраас гамтай ашиглаарай,더토르 바이르니 짜르뜰-이그 아질칭 아질 얼걱츠 함트랑 까르까즈 배까 오츠라스 깜태 헤렉레래
07,몽골어 (Mongolian),83,기숙사 관리비용은 ㅇㅇ원부터 근로자부담입니다,Дотуур байрны зардлаас ....воныг ажилчин гаргана,더토르 바이르니 짜르뜰 -아스 … 원-이그 아질칭 까르끈
07,몽골어 (Mongolian),83,기숙사 비용은 근로자와 회사에서 공동부담하니 아껴쓰세요,Дотуур байрны зардлыг ажилчин компани хоёр хамтран гаргаж байгаа учраас гамтай ашиглаарай,더토르 바이르니 짜르뜰-이그 아질칭 컴판 허여르 함트랑 까르까즈 배까 오츠라스 깜태 헤렉레래
07,몽골어 (Mongolian),83,기숙사 입소를 원합니까?,Дотуур байранд ормоор байна уу?,더토르 바이른드 어르머르 배노?
07,몽골어 (Mongolian),83,냉장고는 공동으로 사용하시면 됩니다,Хөргөгч дундаа хэрэглэж болно,흐르극츠 똥따 헤렉레즈 벌은
07,몽골어 (Mongolian),83,다른 근로자와 함께 쓸 방입니다.,Өөр ажилчинтай хамт нэг өрөөнд байна,우르 아질칭태 함트 니그 우론드 밴
07,몽골어 (Mongolian),83,당신방은 2층입니다,Таны өрөө хоёр давхарт байгаа,타니 우러 허여르 다우하르트 베까
